transaction_id,user_id,transaction_time,ip,device_id,phone_number,credit_card_number,order_item,amount,is_fraud
ca8b56ca-906c-477a-ad7f-909e196d1381,14,2024-05-06,43.22.212.14,ec6114d0-f959-405d-b3a2-6271e8094488,+1-622-318-5528x947,4959692688200085,Kids Products,282506,False
529e0b95-aba6-4d97-aad4-4103b105b37f,14,2024-05-11,43.22.212.14,ec6114d0-f959-405d-b3a2-6271e8094488,+1-622-318-5528x947,4959692688200085,Laptop,222370,False
c45d226e-6faa-497e-b122-1c9f5c53331a,14,2024-05-03,43.22.212.14,ec6114d0-f959-405d-b3a2-6271e8094488,+1-622-318-5528x947,4959692688200085,Laptop,161686,False
a97353fb-d182-4d00-9334-e582208fc5ca,15,2024-05-07,166.180.198.102,502dc9c5-8a53-4b6d-912a-82760ac5eba9,522-905-9534x006,3584909336538137,Accessories,101215,False
fb4e2a7c-6aca-46ea-b246-081b086452e8,15,2024-05-11,166.180.198.102,502dc9c5-8a53-4b6d-912a-82760ac5eba9,522-905-9534x006,3584909336538137,Laptop,12233,False
b35c85a9-ce60-4142-89ec-2935fcc3b221,15,2024-05-02,166.180.198.102,502dc9c5-8a53-4b6d-912a-82760ac5eba9,522-905-9534x006,3584909336538137,Food,108832,False
697717dd-680d-4fee-90d2-ab42ce0d90a0,15,2024-05-11,166.180.198.102,502dc9c5-8a53-4b6d-912a-82760ac5eba9,522-905-9534x006,3584909336538137,Clothing,58967,False
e2c9242f-14a8-409d-a476-51789d2dd8ab,15,2024-05-04,166.180.198.102,502dc9c5-8a53-4b6d-912a-82760ac5eba9,522-905-9534x006,3584909336538137,Accessories,81692,False
55a8d2c0-131b-41ff-83b3-b6347915e4d0,16,2024-05-01,182.244.207.109,9478a2e6-9aa4-4534-8506-a254e73b7e57,(283)937-4326x4255,4759281671856,Food,196627,False
aca521ba-287a-4a6b-90d5-d793081e7e88,16,2024-05-12,182.244.207.109,9478a2e6-9aa4-4534-8506-a254e73b7e57,(283)937-4326x4255,4759281671856,Clothing,73029,False
c8624bff-099e-440d-8097-a575295a4f66,16,2024-05-12,182.244.207.109,9478a2e6-9aa4-4534-8506-a254e73b7e57,(283)937-4326x4255,4759281671856,Electronics,211379,False
8ad3e31b-46c1-4d82-91d4-b9dbc5b25f0b,16,2024-05-02,182.244.207.109,9478a2e6-9aa4-4534-8506-a254e73b7e57,(283)937-4326x4255,4759281671856,Kids Products,9530,False
05d82729-8a7d-4382-9417-eabadd6c40e7,16,2024-05-04,182.244.207.109,9478a2e6-9aa4-4534-8506-a254e73b7e57,(283)937-4326x4255,4759281671856,Stationery,236805,False
689fe181-0a6c-4bd2-8923-4a6234e617d5,17,2024-05-02,198.192.107.104,07e63b0b-b80d-474e-b5a0-7cc155d4940a,001-617-572-6535x096,4904354087350261317,Clothing,91100,False
36957d2c-ed75-4dd4-94d6-8d0b9864eab5,17,2024-05-14,198.192.107.104,07e63b0b-b80d-474e-b5a0-7cc155d4940a,001-617-572-6535x096,4904354087350261317,Kids Products,95566,False
2d9fe981-855e-4183-9dc0-1e5d7fa3f226,17,2024-05-10,198.192.107.104,07e63b0b-b80d-474e-b5a0-7cc155d4940a,001-617-572-6535x096,4904354087350261317,Food,235280,False
b7f7e59d-7388-4145-819d-a681f87787c1,17,2024-05-12,198.192.107.104,07e63b0b-b80d-474e-b5a0-7cc155d4940a,001-617-572-6535x096,4904354087350261317,Smartphone,171569,False
09ca90b8-fd48-4372-bead-09fb5641ccd3,17,2024-05-12,198.192.107.104,07e63b0b-b80d-474e-b5a0-7cc155d4940a,001-617-572-6535x096,4904354087350261317,Travel Goods,258627,False
c09ef364-6dab-4986-92f3-e70719e377c7,18,2024-05-13,61.82.47.27,bfd49edb-9211-4612-8feb-5b0fd2d70659,3404239888,213142451420254,Laptop,98060,False
4dd8be28-afdd-438c-a56c-f7d0f1e3f22d,18,2024-05-08,61.82.47.27,bfd49edb-9211-4612-8feb-5b0fd2d70659,3404239888,213142451420254,Food,64356,False
298165c8-5e91-42c5-94f0-4e16a2adb5df,18,2024-05-02,61.82.47.27,bfd49edb-9211-4612-8feb-5b0fd2d70659,3404239888,213142451420254,Laptop,232996,False
03004a42-faaf-4e85-a2bc-21b8f9e5dc35,18,2024-05-12,61.82.47.27,bfd49edb-9211-4612-8feb-5b0fd2d70659,3404239888,213142451420254,Clothing,212641,False
7030eb8a-9e35-41e8-82f9-413a3cafc2bf,18,2024-05-15,61.82.47.27,bfd49edb-9211-4612-8feb-5b0fd2d70659,3404239888,213142451420254,Kids Products,252582,False
24d5cf45-4fc5-4e4a-bbd5-b7f401c71766,19,2024-05-04,217.132.137.153,a7a51323-6cd4-44f8-8c99-dd6b481a14b8,415-444-4585x1955,6522721108453470,Cosmetics,162282,False
0845e716-9787-4165-84b8-ee59bb71be82,19,2024-05-03,217.132.137.153,a7a51323-6cd4-44f8-8c99-dd6b481a14b8,415-444-4585x1955,6522721108453470,Clothing,272523,False
adb9c017-a119-4e5e-95dd-f9aeef93c9bd,19,2024-05-02,217.132.137.153,a7a51323-6cd4-44f8-8c99-dd6b481a14b8,415-444-4585x1955,6522721108453470,Electronics,57130,False
659e97f3-057c-4118-ba5b-651eea56f238,19,2024-05-03,217.132.137.153,a7a51323-6cd4-44f8-8c99-dd6b481a14b8,415-444-4585x1955,6522721108453470,Stationery,207505,False
c5de3ff8-dc13-4b48-b8be-1ad11fb88cf8,19,2024-05-03,217.132.137.153,a7a51323-6cd4-44f8-8c99-dd6b481a14b8,415-444-4585x1955,6522721108453470,Accessories,260730,False
78a69056-b534-4377-b345-ace19d873983,20,2024-05-03,208.84.176.198,21e823a8-4f28-4a7a-997b-aae01926e033,(547)777-4752x44490,4151687879103094,Travel Goods,267300,False
010c9c3c-f397-43f5-9246-18a56efcc533,20,2024-05-03,208.84.176.198,21e823a8-4f28-4a7a-997b-aae01926e033,(547)777-4752x44490,4151687879103094,Clothing,29039,False
1e5c4c68-b08d-4008-a461-83bbc677d262,20,2024-05-05,208.84.176.198,21e823a8-4f28-4a7a-997b-aae01926e033,(547)777-4752x44490,4151687879103094,Cosmetics,59051,False
fc48c06f-2f9d-4369-808c-d2f6931f2044,20,2024-05-14,208.84.176.198,21e823a8-4f28-4a7a-997b-aae01926e033,(547)777-4752x44490,4151687879103094,Cosmetics,271351,False
99e7a406-cca1-4ba2-97a8-74bdb7da2751,20,2024-05-11,208.84.176.198,21e823a8-4f28-4a7a-997b-aae01926e033,(547)777-4752x44490,4151687879103094,Cosmetics,236867,False
59c27fce-de02-4ed5-8f13-e44fe39731f2,21,2024-05-10,128.210.237.232,ea637462-4a17-4845-94ea-2443bbd5ba12,476-445-0588x2777,6563878558666983,Laptop,102053,False
a7fab20b-ec76-44c1-95fc-66d089752b95,21,2024-05-08,128.210.237.232,ea637462-4a17-4845-94ea-2443bbd5ba12,476-445-0588x2777,6563878558666983,Stationery,19350,False
ec7b6f22-1a7b-4773-ae9f-258e46068acf,21,2024-05-03,128.210.237.232,ea637462-4a17-4845-94ea-2443bbd5ba12,476-445-0588x2777,6563878558666983,Stationery,113757,False
ca6d029e-f70f-45a1-97dd-9378dcdc8825,21,2024-05-08,128.210.237.232,ea637462-4a17-4845-94ea-2443bbd5ba12,476-445-0588x2777,6563878558666983,Stationery,286137,False
942a4f89-a92d-43f5-9239-2797b6c4a032,21,2024-05-09,128.210.237.232,ea637462-4a17-4845-94ea-2443bbd5ba12,476-445-0588x2777,6563878558666983,Smartphone,168139,False
522346c6-a5cf-482d-9ba5-50e080c2545e,22,2024-05-15,80.150.122.150,a18af4da-13a1-4baa-9716-6b52abb3d878,+1-451-706-6376x77087,4941926255011654706,Electronics,156807,False
369eca2a-9251-4094-b6de-62bead9d79ee,22,2024-05-10,80.150.122.150,a18af4da-13a1-4baa-9716-6b52abb3d878,+1-451-706-6376x77087,4941926255011654706,Clothing,108488,False
8dd941ef-2282-40a5-ab73-b3f27620fef4,22,2024-05-04,80.150.122.150,a18af4da-13a1-4baa-9716-6b52abb3d878,+1-451-706-6376x77087,4941926255011654706,Stationery,60873,False
c264b711-0385-4767-bbbc-c449d206179e,22,2024-05-12,80.150.122.150,a18af4da-13a1-4baa-9716-6b52abb3d878,+1-451-706-6376x77087,4941926255011654706,Clothing,55524,False
e6e73113-bb30-4efa-8f28-c3d8e821f42b,22,2024-05-08,80.150.122.150,a18af4da-13a1-4baa-9716-6b52abb3d878,+1-451-706-6376x77087,4941926255011654706,Cosmetics,61550,False
431767e8-cbfa-4615-adbb-07da336f61f1,23,2024-05-06,64.177.248.60,b5d7c4e4-6e55-4a93-a8fa-770f3ac370f4,001-783-502-9757x810,344657994792614,Accessories,67825,False
d8034fcd-f0a4-44f4-b603-5d16d34189a8,23,2024-05-08,64.177.248.60,b5d7c4e4-6e55-4a93-a8fa-770f3ac370f4,001-783-502-9757x810,344657994792614,Smartphone,231120,False
3ffe54d4-a140-4a29-976f-6082c63f67da,23,2024-05-14,64.177.248.60,b5d7c4e4-6e55-4a93-a8fa-770f3ac370f4,001-783-502-9757x810,344657994792614,Electronics,96106,False
c898b130-7d37-4ccd-a839-b4ab275e6a70,23,2024-05-09,64.177.248.60,b5d7c4e4-6e55-4a93-a8fa-770f3ac370f4,001-783-502-9757x810,344657994792614,Clothing,115643,False
82fa8a02-44cb-4778-98a1-702cd59b30a7,23,2024-05-13,64.177.248.60,b5d7c4e4-6e55-4a93-a8fa-770f3ac370f4,001-783-502-9757x810,344657994792614,Cosmetics,227032,False
999a554d-a61c-4d06-950c-2520a3184247,24,2024-05-14,223.179.55.253,04149033-3456-415d-b69c-6fb3aa5891c6,001-876-666-2891x83301,373709767765261,Food,78962,False
dc592541-12ea-45f5-a997-6220f940d994,24,2024-05-05,223.179.55.253,04149033-3456-415d-b69c-6fb3aa5891c6,001-876-666-2891x83301,373709767765261,Clothing,267272,False
dbbb4ef8-5c08-4a8d-8196-c743d41434ec,24,2024-05-10,223.179.55.253,04149033-3456-415d-b69c-6fb3aa5891c6,001-876-666-2891x83301,373709767765261,Smartphone,68915,False
46e1c25f-d088-4feb-8131-c5a63be5b2b5,24,2024-05-10,223.179.55.253,04149033-3456-415d-b69c-6fb3aa5891c6,001-876-666-2891x83301,373709767765261,Stationery,10673,False
7c838f33-6165-44c4-8d83-12c158268353,24,2024-05-13,223.179.55.253,04149033-3456-415d-b69c-6fb3aa5891c6,001-876-666-2891x83301,373709767765261,Travel Goods,271479,False
d3f9f39e-9b68-4aad-8c8c-5d92ac70ccb6,25,2024-05-01,40.89.43.107,d8849bed-c4b0-40ce-ae67-63ac8bf6849f,+1-801-377-6831x75368,2720880254008857,Travel Goods,249287,False
26c8ed8e-2a44-458c-8c24-2249bb7200f2,25,2024-05-05,40.89.43.107,d8849bed-c4b0-40ce-ae67-63ac8bf6849f,+1-801-377-6831x75368,2720880254008857,Kids Products,159530,False
1d5e5fc8-20b7-4384-bcc2-25e371a10253,25,2024-05-14,40.89.43.107,d8849bed-c4b0-40ce-ae67-63ac8bf6849f,+1-801-377-6831x75368,2720880254008857,Electronics,211071,False
60f1ea3d-df0d-4bd2-84ea-a7fb8f7370f2,25,2024-05-01,40.89.43.107,d8849bed-c4b0-40ce-ae67-63ac8bf6849f,+1-801-377-6831x75368,2720880254008857,Laptop,105440,False
b066094b-2fe9-484c-9f6a-89639d0af1eb,25,2024-05-03,40.89.43.107,d8849bed-c4b0-40ce-ae67-63ac8bf6849f,+1-801-377-6831x75368,2720880254008857,Smartphone,41724,False
e9be0e20-e73f-4530-9269-c211866e7b7b,26,2024-05-01,124.163.73.172,b3a0d5f1-44e3-4c99-a01c-b2866c20e0bc,7139038645,4196703287708,Clothing,62747,False
3c8a2a41-f5b2-4ef0-8ff8-53e4b2997796,26,2024-05-06,124.163.73.172,b3a0d5f1-44e3-4c99-a01c-b2866c20e0bc,7139038645,4196703287708,Electronics,259344,False
e916cbd0-738a-4895-a55b-cacfa472a593,26,2024-05-13,124.163.73.172,b3a0d5f1-44e3-4c99-a01c-b2866c20e0bc,7139038645,4196703287708,Travel Goods,49038,False
bfe4c8aa-7123-432f-bd0f-aa442a7bfdb0,26,2024-05-15,124.163.73.172,b3a0d5f1-44e3-4c99-a01c-b2866c20e0bc,7139038645,4196703287708,Travel Goods,230950,False
c3e74201-8565-41b6-97ed-251710917287,26,2024-05-05,124.163.73.172,b3a0d5f1-44e3-4c99-a01c-b2866c20e0bc,7139038645,4196703287708,Stationery,97767,False
6259f699-22f8-4013-8529-be44e2cb326b,27,2024-05-13,151.134.54.100,8e4e15e7-c823-4079-bee0-ccfbd711f868,(598)344-6750x61947,379451113169096,Kids Products,80703,False
ee6f1d33-165f-441f-8fc7-3ac1d112dade,27,2024-05-01,151.134.54.100,8e4e15e7-c823-4079-bee0-ccfbd711f868,(598)344-6750x61947,379451113169096,Electronics,159897,False
4f79ddd9-8ec7-48ee-86a0-29a1128fac54,27,2024-05-12,151.134.54.100,8e4e15e7-c823-4079-bee0-ccfbd711f868,(598)344-6750x61947,379451113169096,Laptop,237575,False
3a1b0dfa-f22f-4ee6-b018-415e81f5ae3b,27,2024-05-11,151.134.54.100,8e4e15e7-c823-4079-bee0-ccfbd711f868,(598)344-6750x61947,379451113169096,Kids Products,278326,False
9be96839-2b34-49a6-8af1-166e16a62f84,27,2024-05-06,151.134.54.100,8e4e15e7-c823-4079-bee0-ccfbd711f868,(598)344-6750x61947,379451113169096,Stationery,291630,False
b931ea98-ed16-4468-a28c-c14e60ce8920,28,2024-05-12,214.173.78.79,1b06d539-c9d1-4258-88a2-cb2573f86279,406.749.7948,4061511890581832,Kids Products,155059,False
